Player,Span,Team,Country,SR,Bowling Style,Runs,HS,Bat Av,100,Wkts,BBI,Bowl Av,5,Ct,St,Ave Diff
Sumit Kumar,2024-2024,Kolkata Knight Riders,Delhi Capitals,136.0,Medium,657,63,26.28,0,50,4/18,18.48,0,29.0,0.0,7.80
T Stubbs,2024-2025,Kolkata Knight Riders,South Africa,144.2,Offbreak,2999,80*,32.24,0,11,2/6,29.90,0,85.0,4.0,2.33
AR Sharma,2025-2025,Kolkata Knight Riders,Punjab Kings,163.5,,976,84,32.53,0,3,2/22,29.33,0,8.0,0.0,3.20
D Ferreira,2025-2025,Kolkata Knight Riders,South Africa,173.2,Offbreak,2256,82*,29.29,0,20,3/23,30.45,0,71.0,8.0,-1.15
F du Plessis,2025-2025,Kolkata Knight Riders,South Africa,139.2,Legbreak,11906,120*,32.88,8,50,5/19,18.34,2,211.0,0.0,14.54
KL Rahul,2025-2025,Kolkata Knight Riders,India,136.8,,8125,132*,42.53,7,-,-,-,-,115.0,10.0,-
M Tiwari,2025-2025,Kolkata Knight Riders,Delhi Capitals,75.0,,,,,,,,,,,,
MA Starc,2025-2025,Kolkata Knight Riders,Australia,94.5,Fast,225,29,9.00,0,207,5/35,20.96,1,57.0,0.0,-11.96
PVD Chameera,2025-2025,Kolkata Knight Riders,Sri Lanka,94.0,Fast,223,24*,7.43,0,167,4/17,27.08,0,35.0,0.0,-19.65
Sameer Rizvi,2025-2025,Kolkata Knight Riders,Chennai Super Kings,136.9,Offbreak,601,75*,33.38,0,-,-,-,-,10.0,0.0,-
Sediqullah Atal,2025-2025,Kolkata Knight Riders,Afghanistan,123.7,,2211,95*,35.09,0,-,-,-,-,28.0,0.0,-
T Natarajan,2025-2025,Kolkata Knight Riders,India,81.0,Medium,8,3*,8.00,0,104,4/19,28.12,0,26.0,0.0,-20.12
V Nigam,2025-2025,Kolkata Knight Riders,Delhi Capitals,188.2,Legbreak,,,,,,,,,,,
A Manohar,2022-2024,Lucknow Super Giants,Gujarat Titans,136.7,Legbreak,790,70*,28.21,0,-,-,-,-,28.0,0.0,-
AS Joseph,2022-2023,Lucknow Super Giants,West Indies,107.1,Medium,484,29*,13.08,0,200,6/12,25.70,2,57.0,0.0,-12.62
B Sai Sudharsan,2022-2025,Lucknow Super Giants,Gujarat Titans,145.3,Legbreak,2271,108*,43.67,2,-,-,-,-,16.0,0.0,-
DA Miller,2022-2024,Lucknow Super Giants,South Africa,137.5,Offbreak,11476,120*,35.09,4,0,-,-,0,321.0,1.0,-
DG Nalkande,2022-2024,Lucknow Super Giants,Gujarat Titans,101.5,Medium,144,21,7.57,0,80,5/9,17.41,2,13.0,0.0,-9.83
HH Pandya,2022-2023,Lucknow Super Giants,India,144.1,Medium,5576,91,29.50,0,207,5/36,28.18,1,144.0,0.0,1.31
LH Ferguson,2022-2022,Lucknow Super Giants,New Zealand,116.2,Fast,288,30,11.07,0,228,5/21,22.32,1,52.0,0.0,-11.24
MS Wade,2022-2024,Lucknow Super Giants,Australia,137.4,,5267,130*,26.73,1,-,-,-,-,150.0,20.0,-
Mohammed Shami,2022-2023,Lucknow Super Giants,India,103.4,Fast,134,32*,6.38,0,210,4/11,25.09,0,33.0,0.0,-18.71
PJ Sangwan,2022-2022,Lucknow Super Giants,Delhi Daredevils,64.4,Medium,262,29,11.90,0,104,3/13,26.05,0,34.0,0.0,-14.14
R Sai Kishore,2022-2025,Lucknow Super Giants,India,123.7,Orthodox,96,21*,6.40,0,99,4/6,18.94,0,28.0,0.0,-12.54
R Tewatia,2022-2025,Lucknow Super Giants,Rajasthan Royals,137.3,Legbreak,2107,59*,26.01,0,69,3/4,26.34,0,68.0,0.0,-0.33
Rashid Khan,2022-2025,Lucknow Super Giants,Afghanistan,142.2,Legbreak,2773,79*,13.93,0,672,6/17,18.46,4,173.0,0.0,-4.53
Shubman Gill,2022-2025,Lucknow Super Giants,India,139.4,Offbreak,5156,129,37.63,6,-,-,-,-,56.0,0.0,-
V Shankar,2022-2024,Lucknow Super Giants,India,131.0,Medium,2454,69*,26.67,0,36,3/12,33.02,0,68.0,0.0,-6.35
VR Aaron,2022-2022,Lucknow Super Giants,Delhi Daredevils,74.7,Fast,133,17*,8.86,0,93,3/16,29.36,0,15.0,0.0,-20.49
WP Saha,2022-2024,Lucknow Super Giants,Chennai Super Kings,125.5,,4655,129,24.24,2,-,-,-,-,142.0,39.0,-
Yash Dayal,2022-2023,Lucknow Super Giants,Gujarat Titans,50.0,Medium,14,4*,3.50,0,66,3/20,30.77,0,9.0,0.0,-27.27
J Yadav,2023-2023,Lucknow Super Giants,Delhi Daredevils,104.9,Offbreak,388,39,14.92,0,52,4/22,32.63,0,40.0,0.0,-17.71
JB Little,2023-2024,Lucknow Super Giants,Ireland,82.3,Fast,226,27*,13.29,0,167,5/13,23.77,1,49.0,0.0,-10.48
KS Williamson,2023-2024,Lucknow Super Giants,New Zealand,125.3,Offbreak,7275,101*,31.76,1,30,3/33,30.30,0,125.0,0.0,1.46
MD Shanaka,2023-2023,Lucknow Super Giants,Sri Lanka,132.4,Medium,4671,131*,26.38,3,99,4/16,25.66,0,91.0,0.0,0.72
MM Sharma,2023-2024,Lucknow Super Giants,India,95.4,Medium,169,21*,7.04,0,167,5/10,28.65,1,39.0,0.0,-21.61
Noor Ahmad,2023-2024,Lucknow Super Giants,Afghanistan,95.8,Chinaman,221,20,6.13,0,209,5/11,21.51,2,40.0,0.0,-15.37
Azmatullah Omarzai,2024-2024,Lucknow Super Giants,Afghanistan,130.8,Medium,1527,62*,18.17,0,129,4/9,27.12,0,39.0,0.0,-8.94
BR Sharath,2024-2024,Lucknow Super Giants,Gujarat Titans,83.3,,330,50,15.00,0,-,-,-,-,20.0,9.0,-
Kartik Tyagi,2024-2024,Lucknow Super Giants,Rajasthan Royals,81.2,Medium,13,7,3.25,0,25,2/23,40.12,0,3.0,0.0,-36.86
M Shahrukh Khan,2024-2025,Lucknow Super Giants,Punjab Kings,155.0,Offbreak,1371,58,20.16,0,8,2/19,32.50,0,45.0,0.0,-12.33
MJ Suthar,2024-2024,Lucknow Super Giants,Gujarat Titans,33.3,Orthodox,36,16,6.00,0,10,2/10,30.10,0,2.0,0.0,-24.09
S Sandeep Warrier,2024-2024,Lucknow Super Giants,India,60.0,Medium,26,9*,6.50,0,78,4/21,26.47,0,12.0,0.0,-19.97
SH Johnson,2024-2024,Lucknow Super Giants,Australia,111.0,Fast,90,27,8.18,0,85,5/26,22.94,1,19.0,0.0,-14.75
UT Yadav,2024-2024,Lucknow Super Giants,India,102.2,Fast,333,26,11.10,0,202,5/18,27.42,2,52.0,0.0,-16.32
Arshad Khan,2025-2025,Lucknow Super Giants,Mumbai Indians,128.4,Medium,182,58*,20.22,0,19,3/5,30.78,0,7.0,0.0,-10.56
BKG Mendis,2025-2025,Lucknow Super Giants,Sri Lanka,135.4,Legbreak,5101,105*,30.18,2,0,-,-,0,84.0,23.0,-
G Coetzee,2025-2025,Lucknow Super Giants,South Africa,101.5,Fast,362,37,8.82,0,96,4/19,23.63,0,19.0,0.0,-14.80
I Sharma,2025-2025,Lucknow Super Giants,India,83.3,Medium,67,10*,8.37,0,155,5/12,31.79,1,33.0,0.0,-23.41
JC Buttler,2025-2025,Lucknow Super Giants,England,147.0,,13474,124,35.74,8,-,-,-,-,287.0,49.0,-
K Khejroliya,2025-2025,Lucknow Super Giants,Royal Challengers Bangalore,,Medium,19,18*,-,0,27,4/26,26.22,0,4.0,0.0,-
K Rabada,2025-2025,Lucknow Super Giants,South Africa,109.2,Fast,502,44,10.91,0,284,4/21,23.69,0,76.0,0.0,-12.77
Karim Janat,2025-2025,Lucknow Super Giants,Afghanistan,132.0,Medium,2817,120,22.71,2,125,5/11,28.82,1,43.0,0.0,-6.10
M Prasidh Krishna,2025-2025,Lucknow Super Giants,India,34.5,Medium,10,4*,2.50,0,106,4/30,28.99,0,21.0,0.0,-26.49
Mohammed Siraj,2025-2025,Lucknow Super Giants,India,90.6,Medium,,,,,,,,,,,
SE Rutherford,2025-2025,Lucknow Super Giants,West Indies,138.4,Medium,3610,86,23.59,0,13,3/19,38.53,0,70.0,0.0,-14.94
Washington Sundar,2025-2025,Lucknow Super Giants,India,128.9,Offbreak,1428,54*,19.56,0,115,3/10,28.90,0,46.0,0.0,-9.34
AD Mascarenhas,2008-2010,Mumbai Indians,England,108.2,Medium,1356,57*,19.09,0,152,5/14,20.61,2,30.0,0.0,-1.51
D Salunkhe,2008-2008,Mumbai Indians,Rajasthan Royals,137.5,Legbreak,33,26*,16.50,0,1,1/21,78.00,0,2.0,0.0,-61.49
DS Lehmann,2008-2008,Mumbai Indians,Rajasthan Royals,100.0,Orthodox,381,48,29.30,0,11,3/19,23.27,0,4.0,0.0,6.03
GC Smith,2008-2010,Mumbai Indians,South Africa,119.3,Offbreak,2389,105,29.86,1,4,3/23,37.00,0,37.0,0.0,-7.13
Kamran Akmal,2008-2008,Mumbai Indians,Pakistan,131.5,,6775,150*,26.56,5,-,-,-,-,172.0,102.0,-
M Kaif,2008-2008,Mumbai Indians,Royal Challengers Bangalore,104.1,Offbreak,1237,70,21.70,0,-,-,-,-,42.0,0.0,-
M Rawat,2008-2009,Mumbai Indians,Rajasthan Royals,79.7,,1153,72*,33.91,0,-,-,-,-,46.0,15.0,-
MM Patel,2008-2010,Mumbai Indians,India,80.0,Medium,47,23*,5.87,0,104,5/21,24.49,1,21.0,0.0,-18.61
NK Patel,2008-2009,Mumbai Indians,United States of America,104.3,,115,28,19.16,0,27,4/17,13.96,0,9.0,0.0,5.20
Pankaj Singh,2008-2012,Mumbai Indians,Rajasthan Royals,58.3,Medium,,,,,,,,,,,
RA Jadeja,2008-2009,Mumbai Indians,India,130.6,Orthodox,3985,77*,26.39,0,235,5/16,30.85,1,141.0,0.0,-4.46
SA Asnodkar,2008-2011,Mumbai Indians,Rajasthan Royals,124.8,Offbreak,1699,75,24.27,0,-,-,-,-,21.0,0.0,-
SK Trivedi,2008-2013,Mumbai Indians,Rajasthan Royals,71.2,Medium,71,12,5.91,0,103,4/25,26.13,0,23.0,0.0,-20.21
SK Warne,2008-2011,Mumbai Indians,Melbourne Stars,92.5,Legbreak,210,34*,9.54,0,70,4/21,26.61,0,18.0,0.0,-17.06
SR Watson,2008-2015,Mumbai Indians,Australia,138.3,Medium,8821,124*,29.30,6,216,4/15,27.02,0,101.0,0.0,2.27
Sohail Tanvir,2008-2008,Mumbai Indians,Pakistan,115.3,Medium,2703,74*,16.78,0,389,6/14,26.36,2,73.0,0.0,-9.57
T Kohli,2008-2008,Mumbai Indians,Rajasthan Royals,111.1,Medium,1057,90,24.58,0,18,3/19,41.55,0,21.0,0.0,-16.97
YK Pathan,2008-2010,Mumbai Indians,India,140.9,Offbreak,4852,100,27.56,1,99,4/10,28.42,0,86.0,0.0,-0.85
Younis Khan,2008-2008,Mumbai Indians,Pakistan,119.9,Medium,1864,71*,30.55,0,6,3/18,22.66,0,34.0,0.0,7.89
A Singh,2009-2012,Mumbai Indians,Rajasthan Royals,20.0,Orthodox,0,0*,-,0,5,3/8,15.20,0,2.0,0.0,-
AS Raut,2009-2011,Mumbai Indians,Rajasthan Royals,119.2,Legbreak,721,74*,21.20,0,26,3/14,27.00,0,25.0,0.0,-5.79
J Botha,2009-2012,Mumbai Indians,South Africa,117.6,Offbreak,1991,67*,19.51,0,166,4/16,28.42,0,94.0,0.0,-8.90
Kamran Khan,2009-2010,Mumbai Indians,Qatar,122.8,Medium,864,88,24.68,0,0,-,-,0,11.0,0.0,-
LA Carseldine,2009-2009,Mumbai Indians,Rajasthan Royals,119.1,Medium,596,74,31.36,0,7,2/13,16.14,0,9.0,0.0,15.22
M Morkel,2009-2010,Mumbai Indians,South Africa,117.0,Fast,213,23*,8.52,0,207,4/17,25.29,0,27.0,0.0,-16.77
NV Ojha,2009-2010,Mumbai Indians,India,116.4,,2972,94*,20.92,0,-,-,-,-,110.0,26.0,-
PC Valthaty,2009-2009,Mumbai Indians,Rajasthan Royals,120.8,Medium,778,120*,23.57,1,11,4/29,31.09,0,6.0,0.0,-7.51
RJ Quiney,2009-2009,Mumbai Indians,Melbourne Stars,123.1,Medium,1349,97,18.47,0,0,-,-,0,39.0,0.0,-
SD Chitnis,2009-2009,Mumbai Indians,Mumbai Indians,111.2,Offbreak,510,89*,28.33,0,4,2/40,28.50,0,9.0,0.0,-0.16
SM Harwood,2009-2009,Mumbai Indians,Australia,102.6,Medium,101,20*,16.83,0,48,3/13,22.47,0,6.0,0.0,-5.64
T Henderson,2009-2009,Mumbai Indians,South Africa,61.1,Medium,1289,85,20.14,0,93,4/29,23.60,0,10.0,0.0,-3.46
A Uniyal,2010-2010,Mumbai Indians,Rajasthan Royals,57.1,Medium,31,16*,7.75,0,5,3/17,18.00,0,1.0,0.0,-10.24
AA Jhunjhunwala,2010-2010,Mumbai Indians,Rajasthan Royals,103.3,Offbreak,472,54*,18.15,0,3,1/5,57.33,0,20.0,0.0,-39.17
AC Voges,2010-2010,Mumbai Indians,Australia,120.7,Orthodox,4064,82*,31.02,0,27,2/4,27.92,0,71.0,0.0,3.09
AG Paunikar,2010-2011,Mumbai Indians,Rajasthan Royals,84.5,,504,78*,19.38,0,-,-,-,-,13.0,4.0,-
AJ Finch,2010-2010,Mumbai Indians,Australia,138.1,Orthodox,11458,172,33.60,8,7,1/9,52.71,0,164.0,0.0,-19.11
AP Dole,2010-2010,Mumbai Indians,Rajasthan Royals,154.5,Medium,34,30,17.00,0,5,2/36,22.40,0,2.0,0.0,-5.39
DR Martyn,2010-2010,Mumbai Indians,Australia,140.0,Medium,175,96,29.16,0,-,-,-,-,3.0,0.0,-
FY Fazal,2010-2011,Mumbai Indians,Rajasthan Royals,105.8,,1273,66,20.86,0,11,2/17,17.72,0,31.0,0.0,3.14
MJ Lumb,2010-2010,Mumbai Indians,England,135.4,Medium,4972,124*,24.01,1,3,3/32,21.66,0,72.0,0.0,2.35
P Dogra,2010-2010,Mumbai Indians,Rajasthan Royals,110.5,Legbreak,2324,93*,27.66,0,0,-,-,0,64.0,0.0,-
S Narwal,2010-2010,Mumbai Indians,Rajasthan Royals,137.0,Medium,277,42,21.30,0,27,3/15,30.51,0,9.0,0.0,-9.21
SB Wagh,2010-2010,Mumbai Indians,Mexico,80.8,Medium,136,51,17.00,0,-,-,-,-,1.0,0.0,-
SW Tait,2010-2013,Mumbai Indians,Australia,75.3,Fast,163,26,5.82,0,218,5/32,22.41,1,24.0,0.0,-16.59
AA Chavan,2011-2013,Mumbai Indians,Rajasthan Royals,109.1,Orthodox,154,44*,17.11,0,19,4/29,33.31,0,5.0,0.0,-16.20
AL Menaria,2011-2013,Mumbai Indians,Rajasthan Royals,117.9,Orthodox,1085,77,18.70,0,17,3/19,29.00,0,22.0,0.0,-10.29
AM Rahane,2011-2019,Mumbai Indians,India,125.0,Medium,7242,105*,29.92,2,1,1/5,5.00,0,120.0,0.0,24.92
DH Yagnik,2011-2014,Mumbai Indians,Rajasthan Royals,123.1,,662,70,18.91,0,-,-,-,-,29.0,11.0,-
JDP Oram,2011-2011,Mumbai Indians,New Zealand,125.4,Medium,1111,66*,16.58,0,81,5/14,29.70,1,35.0,0.0,-13.12
LRPL Taylor,2011-2011,Mumbai Indians,New Zealand,121.3,Offbreak,6559,111*,30.64,1,8,3/28,35.00,0,123.0,0.0,-4.35
ND Doshi,2011-2011,Mumbai Indians,Royal Challengers Bangalore,0.0,Orthodox,,,,,,,,,,,
PR Shah,2011-2011,Mumbai Indians,Mumbai Indians,101.1,,461,71,15.36,0,-,-,-,-,44.0,15.0,-
R Dravid,2011-2013,Mumbai Indians,India,113.9,Offbreak,,,,,,,,,,,
STR Binny,2011-2019,Mumbai Indians,India,130.9,Medium,1641,52,20.01,0,73,4/14,25.87,0,38.0,0.0,-5.86
A Chandila,2012-2013,Mumbai Indians,Rajasthan Royals,57.1,Offbreak,151,57,18.87,0,24,4/13,20.70,0,12.0,0.0,-1.83
BJ Hodge,2012-2014,Mumbai Indians,Australia,130.3,Offbreak,7406,106,36.84,2,65,4/13,22.32,0,102.0,0.0,14.52
GB Hogg,2012-2013,Mumbai Indians,Australia,104.3,Chinaman,351,54,15.26,0,140,4/9,24.75,0,32.0,0.0,-9.48
KK Cooper,2012-2014,Mumbai Indians,Chittagong Kings,143.3,Medium,753,42*,12.76,0,195,5/15,20.07,1,57.0,0.0,-7.30
OA Shah,2012-2013,Mumbai Indians,England,121.5,Offbreak,5,3,1.66,0,-,-,-,-,1.0,0.0,-
SP Goswami,2012-2012,Mumbai Indians,Kolkata Knight Riders,107.3,,2437,86*,26.78,0,-,-,-,-,52.0,10.0,-
Harmeet Singh,2013-2013,Mumbai Indians,United States of America,122.9,Medium,382,38,11.57,0,56,4/18,23.71,0,15.0,0.0,-12.13
JP Faulkner,2013-2015,Mumbai Indians,Australia,126.6,Medium,1953,73,21.46,0,262,5/16,22.80,3,69.0,0.0,-1.33
MDKJ Perera,2013-2013,Mumbai Indians,Sri Lanka,137.4,,4949,102*,26.60,2,-,-,-,-,64.0,27.0,-
PV Tambe,2013-2015,Mumbai Indians,Rajasthan Royals,46.2,Legbreak,38,14*,9.50,0,70,4/15,22.35,0,12.0,0.0,-12.85
R Shukla,2013-2013,Mumbai Indians,Rajasthan Royals,80.8,Medium,83,17*,8.30,0,75,5/36,23.66,1,29.0,0.0,-15.36
S Badree,2013-2013,Mumbai Indians,West Indies,80.6,Legbreak,183,29*,9.15,0,187,5/22,22.16,1,46.0,0.0,-13.01
S Sreesanth,2013-2013,Mumbai Indians,India,78.3,Medium,73,19*,9.12,0,54,3/29,33.57,0,9.0,0.0,-24.44
SV Samson,2013-2025,Mumbai Indians,India,140.3,,7685,119,29.78,6,1,1/4,4.00,0,158.0,33.0,25.78
Sachin Baby,2013-2013,Mumbai Indians,Rajasthan Royals,130.0,Offbreak,2026,79,29.79,0,8,2/4,32.62,0,43.0,0.0,-2.83
VS Malik,2013-2014,Mumbai Indians,Rajasthan Royals,100.0,Medium,13571,95*,35.99,0,187,5/13,27.70,2,238.0,0.0,8.29
AM Nayar,2014-2014,Mumbai Indians,Mumbai Indians,116.5,Medium,1291,79,21.51,0,27,3/13,34.33,0,23.0,0.0,-12.81
Ankit Sharma,2014-2018,Mumbai Indians,Deccan Chargers,113.1,Orthodox,475,41,13.57,0,63,3/18,28.61,0,18.0,0.0,-15.04
BCJ Cutting,2014-2014,Mumbai Indians,Australia,145.6,Medium,2921,81*,22.46,0,137,5/28,32.08,1,100.0,0.0,-9.61
DS Kulkarni,2014-2019,Mumbai Indians,India,92.5,Medium,225,28*,10.71,0,154,4/14,27.99,0,35.0,0.0,-17.27
Iqbal Abdulla,2014-2014,Mumbai Indians,Kolkata Knight Riders,113.8,Orthodox,426,46*,17.04,0,86,5/10,27.33,1,33.0,0.0,-10.29
KK Nair,2014-2022,Mumbai Indians,Royal Challengers Bangalore,133.4,Offbreak,,,,,,,,,,,
KW Richardson,2014-2014,Mumbai Indians,Australia,111.9,Medium,404,45,11.22,0,240,4/22,23.45,0,77.0,0.0,-12.22
R Bhatia,2014-2015,Mumbai Indians,Delhi Daredevils,113.3,Medium,1251,107*,21.56,1,111,4/15,27.20,0,46.0,0.0,-5.63
R Tewatia,2014-2021,Mumbai Indians,Rajasthan Royals,137.3,Legbreak,2107,59*,26.01,0,69,3/4,26.34,0,68.0,0.0,-0.33
SPD Smith,2014-2020,Mumbai Indians,Australia,130.6,Legbreak,5943,125*,31.95,4,54,4/13,19.55,0,149.0,0.0,12.39
TG Southee,2014-2015,Mumbai Indians,New Zealand,131.5,Medium,930,74,10.94,0,346,6/16,24.57,4,132.0,0.0,-13.63
UBT Chand,2014-2014,Mumbai Indians,Melbourne Renegades,109.3,Offbreak,2097,125,23.30,3,-,-,-,-,59.0,3.0,-
BB Sran,2015-2015,Mumbai Indians,India,71.4,Medium,106,19,11.77,0,45,4/10,30.06,0,9.0,0.0,-18.28
CH Morris,2015-2021,Mumbai Indians,South Africa,146.3,Medium,1868,82*,20.08,0,290,4/9,22.21,0,104.0,0.0,-2.12
DJ Hooda,2015-2015,Mumbai Indians,India,133.5,Offbreak,3667,108,23.96,2,27,4/10,43.44,0,102.0,0.0,-19.47
J Theron,2015-2015,Mumbai Indians,South Africa,119.4,Medium,237,31*,9.87,0,147,4/27,22.59,0,35.0,0.0,-12.72
Anureet Singh,2018-2018,Mumbai Indians,Kings XI Punjab,91.2,Medium,282,41,15.66,0,64,3/12,29.89,0,23.0,0.0,-14.22
B Laughlin,2018-2018,Mumbai Indians,Australia,86.4,Medium,172,22,6.37,0,191,6/28,23.96,1,59.0,0.0,-17.59
BA Stokes,2018-2021,Mumbai Indians,England,136.4,Medium,3027,107*,24.41,2,93,4/16,30.91,0,74.0,0.0,-6.50
DJM Short,2018-2018,Mumbai Indians,Australia,130.5,Chinaman,5401,122*,33.13,2,68,5/21,32.92,1,74.0,0.0,0.20
H Klaasen,2018-2018,Mumbai Indians,South Africa,155.2,,5927,105*,31.19,3,1,1/12,68.00,0,127.0,34.0,-36.80
IS Sodhi,2018-2019,Mumbai Indians,New Zealand,106.3,Legbreak,469,51,8.22,0,316,6/11,24.41,1,69.0,0.0,-16.18
JC Archer,2018-2025,Mumbai Indians,England,138.3,Fast,715,36,14.30,0,225,4/18,23.47,0,57.0,0.0,-9.17
JC Buttler,2018-2024,Mumbai Indians,England,147.0,,13474,124,35.74,8,-,-,-,-,287.0,49.0,-
JD Unadkat,2018-2021,Mumbai Indians,India,117.9,Medium,562,58*,15.61,0,245,5/25,23.81,2,61.0,0.0,-8.20
K Gowtham,2018-2019,Mumbai Indians,Rajasthan Royals,172.8,Offbreak,734,60,15.29,0,74,4/19,28.06,0,31.0,0.0,-12.77
MK Lomror,2018-2021,Mumbai Indians,Rajasthan Royals,139.4,Orthodox,2137,78*,26.38,0,11,2/31,55.81,0,44.0,0.0,-29.43
P Chopra,2018-2019,Mumbai Indians,Rajasthan Royals,112.2,Legbreak,2035,99*,33.91,0,2,2/18,43.00,0,39.0,2.0,-9.08
RA Tripathi,2018-2019,Mumbai Indians,India,139.0,Medium,3644,93,25.30,0,12,5/27,23.75,1,71.0,0.0,1.55
S Gopal,2018-2021,Mumbai Indians,Mumbai Indians,111.9,Legbreak,526,48*,16.43,0,124,5/11,19.46,3,28.0,0.0,-3.03
AJ Turner,2019-2019,Mumbai Indians,Australia,140.6,Offbreak,3860,84*,24.90,0,35,3/20,25.62,0,96.0,0.0,-0.72
LS Livingstone,2019-2021,Mumbai Indians,England,144.4,Legbreak,,,,,,,,,,,
O Thomas,2019-2019,Mumbai Indians,West Indies,69.1,Fast,19,8*,2.37,0,90,5/28,25.80,1,9.0,0.0,-23.42
R Parag,2019-2025,Mumbai Indians,India,143.7,Legbreak,3115,95,32.11,0,48,3/5,30.93,0,64.0,0.0,1.17
S Midhun,2019-2019,Mumbai Indians,Rajasthan Royals,,Legbreak,32,17,8.00,0,31,4/5,23.64,0,7.0,0.0,-15.64
VR Aaron,2019-2020,Mumbai Indians,Delhi Daredevils,74.7,Fast,133,17*,8.86,0,93,3/16,29.36,0,15.0,0.0,-20.49
AJ Tye,2020-2020,Mumbai Indians,Australia,128.1,Medium,741,44,12.77,0,342,5/17,21.33,3,87.0,0.0,-8.56
AS Rajpoot,2020-2020,Mumbai Indians,Chennai Super Kings,63.4,Medium,66,8,7.33,0,105,5/14,21.55,3,12.0,0.0,-14.21
DA Miller,2020-2021,Mumbai Indians,South Africa,137.5,Offbreak,11476,120*,35.09,4,0,-,-,0,321.0,1.0,-
Kartik Tyagi,2020-2021,Mumbai Indians,Rajasthan Royals,81.2,Medium,13,7,3.25,0,25,2/23,40.12,0,3.0,0.0,-36.86
RV Uthappa,2020-2020,Mumbai Indians,India,130.5,Medium,,,,,,,,,,,
TK Curran,2020-2020,Mumbai Indians,England,143.5,Medium,2396,67*,21.58,0,255,4/15,25.52,0,66.0,0.0,-3.93
YBK Jaiswal,2020-2025,Mumbai Indians,India,151.8,Legbreak,3537,124,33.05,3,0,-,-,0,51.0,0.0,-
Akash Singh,2021-2021,Mumbai Indians,Rajasthan Royals,89.3,Medium,44,17,11.00,0,20,3/19,33.75,0,3.0,0.0,-22.74
Anuj Rawat,2021-2021,Mumbai Indians,Rajasthan Royals,126.5,,1259,88*,25.69,0,0,-,-,0,62.0,11.0,-
C Sakariya,2021-2021,Mumbai Indians,India,62.5,Medium,25,7,3.57,0,65,5/11,20.76,1,13.0,0.0,-17.19
E Lewis,2021-2021,Mumbai Indians,West Indies,143.8,,6765,125*,29.03,6,-,-,-,-,79.0,0.0,-
GD Phillips,2021-2021,Mumbai Indians,New Zealand,140.0,Offbreak,6810,116*,31.82,5,27,3/6,31.92,0,146.0,10.0,-0.10
K Yadav,2021-2023,Mumbai Indians,Rajasthan Royals,0.0,Medium,0,0*,-,0,2,1/18,42.00,0,0.0,0.0,-
M Markande,2021-2021,Mumbai Indians,India,105.9,Legbreak,106,33*,15.14,0,92,4/4,24.72,0,19.0,0.0,-9.58
M Vohra,2021-2021,Mumbai Indians,Kings XI Punjab,131.1,Medium,3340,106*,28.79,1,-,-,-,-,41.0,0.0,-
Mustafizur Rahman,2021-2021,Mumbai Indians,Bangladesh,71.4,Medium,196,21*,5.93,0,372,6/10,21.29,4,58.0,0.0,-15.35
S Dube,2021-2021,Mumbai Indians,India,141.7,Medium,3448,95*,31.06,0,57,3/4,31.15,0,54.0,0.0,-0.09
T Shamsi,2021-2021,Mumbai Indians,South Africa,51.5,Chinaman,95,15*,4.52,0,348,5/24,22.32,1,40.0,0.0,-17.80
D Padikkal,2022-2023,Mumbai Indians,India,124.4,Offbreak,3053,124*,30.83,3,-,-,-,-,48.0,0.0,-
DJ Mitchell,2022-2022,Mumbai Indians,New Zealand,138.2,Medium,5330,88*,30.98,0,83,4/32,25.53,0,129.0,0.0,5.45
HE van der Dussen,2022-2022,Mumbai Indians,South Africa,130.3,Legbreak,6773,112*,36.80,5,3,2/15,18.33,0,72.0,0.0,18.47
JDS Neesham,2022-2022,Mumbai Indians,New Zealand,140.9,Medium,4441,97*,23.49,0,260,5/22,25.03,1,124.0,0.0,-1.54
KR Sen,2022-2024,Mumbai Indians,Rajasthan Royals,0.0,Medium,2,1*,1.00,0,32,4/20,34.50,0,6.0,0.0,-33.49
M Prasidh Krishna,2022-2022,Mumbai Indians,India,34.5,Medium,10,4*,2.50,0,106,4/30,28.99,0,21.0,0.0,-26.49
NA Saini,2022-2023,Mumbai Indians,India,91.2,Fast,63,12*,10.50,0,73,4/17,30.80,0,23.0,0.0,-20.30
NM Coulter-Nile,2022-2022,Mumbai Indians,Australia,132.2,Fast,693,42*,12.15,0,191,4/10,23.03,0,51.0,0.0,-10.87
OC McCoy,2022-2023,Mumbai Indians,West Indies,100.5,Medium,182,23*,7.58,0,189,6/17,24.15,2,28.0,0.0,-16.57
R Ashwin,2022-2024,Mumbai Indians,India,129.8,Offbreak,1233,50,14.50,0,317,4/8,26.94,0,79.0,0.0,-12.44
SO Hetmyer,2022-2025,Mumbai Indians,West Indies,142.4,Legbreak,5938,100,26.50,1,-,-,-,-,158.0,0.0,-
TA Boult,2022-2024,Mumbai Indians,New Zealand,116.7,Medium,307,23*,10.96,0,329,4/13,25.31,0,97.0,0.0,-14.34
YS Chahal,2022-2024,Mumbai Indians,India,45.7,Legbreak,81,10,4.76,0,380,6/25,23.57,2,72.0,0.0,-18.80
A Zampa,2023-2023,Mumbai Indians,Australia,86.5,Legbreak,310,23,5.96,0,386,6/19,21.53,3,43.0,0.0,-15.57
Abdul Basith,2023-2023,Mumbai Indians,Rajasthan Royals,134.0,Offbreak,335,54,30.45,0,6,2/42,38.50,0,13.0,0.0,-8.04
