Player,Span,Team,Record Type,StartYear,EndYear
AD Nath,2018-2018,Delhi Daredevils,Batting,2018,2018
AJ Finch,2018-2018,Delhi Daredevils,Batting,2018,2018
BB Sran,2018-2018,Delhi Daredevils,Batting,2018,2018
MK Tiwary,2018-2018,Delhi Daredevils,Batting,2018,2018
AD Nath,2018-2018,Delhi Daredevils,Bowling,2018,2018
AJ Finch,2018-2018,Delhi Daredevils,Bowling,2018,2018
BB Sran,2018-2018,Delhi Daredevils,Bowling,2018,2018
MK Tiwary,2018-2018,Delhi Daredevils,Bowling,2018,2018
R Ashwin,2018-2019,Delhi Daredevils,Batting,2018,2019
AS Rajpoot,2018-2019,Delhi Daredevils,Batting,2018,2019
AJ Tye,2018-2019,Delhi Daredevils,Batting,2018,2019
R Ashwin,2018-2019,Delhi Daredevils,Bowling,2018,2019
AS Rajpoot,2018-2019,Delhi Daredevils,Bowling,2018,2019
AJ Tye,2018-2019,Delhi Daredevils,Bowling,2018,2019
Mujeeb Ur Rahman,2018-2020,Delhi Daredevils,Batting,2018,2020
KK Nair,2018-2020,Delhi Daredevils,Batting,2018,2020
Mujeeb Ur Rahman,2018-2020,Delhi Daredevils,Bowling,2018,2020
KK Nair,2018-2020,Delhi Daredevils,Bowling,2018,2020
CH Gayle,2018-2021,Delhi Daredevils,Batting,2018,2021
KL Rahul,2018-2021,Delhi Daredevils,Batting,2018,2021
CH Gayle,2018-2021,Delhi Daredevils,Bowling,2018,2021
KL Rahul,2018-2021,Delhi Daredevils,Bowling,2018,2021
MA Agarwal,2018-2022,Delhi Daredevils,Batting,2018,2022
MA Agarwal,2018-2022,Delhi Daredevils,Bowling,2018,2022
CV Varun,2019-2019,Delhi Daredevils,Batting,2019,2019
GC Viljoen,2019-2019,Delhi Daredevils,Batting,2019,2019
CV Varun,2019-2019,Delhi Daredevils,Bowling,2019,2019
GC Viljoen,2019-2019,Delhi Daredevils,Bowling,2019,2019
M Ashwin,2019-2021,Delhi Daredevils,Batting,2019,2021
SN Khan,2019-2021,Delhi Daredevils,Batting,2019,2021
Mohammed Shami,2019-2021,Delhi Daredevils,Batting,2019,2021
N Pooran,2019-2021,Delhi Daredevils,Batting,2019,2021
M Ashwin,2019-2021,Delhi Daredevils,Bowling,2019,2021
SN Khan,2019-2021,Delhi Daredevils,Bowling,2019,2021
Mohammed Shami,2019-2021,Delhi Daredevils,Bowling,2019,2021
N Pooran,2019-2021,Delhi Daredevils,Bowling,2019,2021
SM Curran,2019-2024,Delhi Daredevils,Batting,2019,2024
SM Curran,2019-2024,Delhi Daredevils,Bowling,2019,2024
Arshdeep Singh,2019-2025,Delhi Daredevils,Batting,2019,2025
Harpreet Brar,2019-2025,Delhi Daredevils,Batting,2019,2025
Prabhsimran Singh,2019-2025,Delhi Daredevils,Batting,2019,2025
Arshdeep Singh,2019-2025,Delhi Daredevils,Bowling,2019,2025
Harpreet Brar,2019-2025,Delhi Daredevils,Bowling,2019,2025
Prabhsimran Singh,2019-2025,Delhi Daredevils,Bowling,2019,2025
SS Cottrell,2020-2020,Delhi Daredevils,Batting,2020,2020
K Gowtham,2020-2020,Delhi Daredevils,Batting,2020,2020
JDS Neesham,2020-2020,Delhi Daredevils,Batting,2020,2020
SS Cottrell,2020-2020,Delhi Daredevils,Bowling,2020,2020
K Gowtham,2020-2020,Delhi Daredevils,Bowling,2020,2020
JDS Neesham,2020-2020,Delhi Daredevils,Bowling,2020,2020
DJ Hooda,2020-2021,Delhi Daredevils,Batting,2020,2021
CJ Jordan,2020-2021,Delhi Daredevils,Batting,2020,2021
Ravi Bishnoi,2020-2021,Delhi Daredevils,Batting,2020,2021
DJ Hooda,2020-2021,Delhi Daredevils,Bowling,2020,2021
CJ Jordan,2020-2021,Delhi Daredevils,Bowling,2020,2021
Ravi Bishnoi,2020-2021,Delhi Daredevils,Bowling,2020,2021
FA Allen,2021-2021,Delhi Daredevils,Batting,2021,2021
MC Henriques,2021-2021,Delhi Daredevils,Batting,2021,2021
DJ Malan,2021-2021,Delhi Daredevils,Batting,2021,2021
AK Markram,2021-2021,Delhi Daredevils,Batting,2021,2021
RP Meredith,2021-2021,Delhi Daredevils,Batting,2021,2021
IC Porel,2021-2021,Delhi Daredevils,Batting,2021,2021
AU Rashid,2021-2021,Delhi Daredevils,Batting,2021,2021
JA Richardson,2021-2021,Delhi Daredevils,Batting,2021,2021
Jalaj S Saxena,2021-2021,Delhi Daredevils,Batting,2021,2021
FA Allen,2021-2021,Delhi Daredevils,Bowling,2021,2021
MC Henriques,2021-2021,Delhi Daredevils,Bowling,2021,2021
DJ Malan,2021-2021,Delhi Daredevils,Bowling,2021,2021
AK Markram,2021-2021,Delhi Daredevils,Bowling,2021,2021
RP Meredith,2021-2021,Delhi Daredevils,Bowling,2021,2021
IC Porel,2021-2021,Delhi Daredevils,Bowling,2021,2021
AU Rashid,2021-2021,Delhi Daredevils,Bowling,2021,2021
JA Richardson,2021-2021,Delhi Daredevils,Bowling,2021,2021
Jalaj S Saxena,2021-2021,Delhi Daredevils,Bowling,2021,2021
M Shahrukh Khan,2021-2023,Delhi Daredevils,Batting,2021,2023
M Shahrukh Khan,2021-2023,Delhi Daredevils,Bowling,2021,2023
NT Ellis,2021-2024,Delhi Daredevils,Batting,2021,2024
NT Ellis,2021-2024,Delhi Daredevils,Bowling,2021,2024
VG Arora,2022-2022,Delhi Daredevils,Batting,2022,2022
RA Bawa,2022-2022,Delhi Daredevils,Batting,2022,2022
PN Mankad,2022-2022,Delhi Daredevils,Batting,2022,2022
OF Smith,2022-2022,Delhi Daredevils,Batting,2022,2022
VG Arora,2022-2022,Delhi Daredevils,Bowling,2022,2022
RA Bawa,2022-2022,Delhi Daredevils,Bowling,2022,2022
PN Mankad,2022-2022,Delhi Daredevils,Bowling,2022,2022
OF Smith,2022-2022,Delhi Daredevils,Bowling,2022,2022
PBB Rajapaksa,2022-2023,Delhi Daredevils,Batting,2022,2023
PBB Rajapaksa,2022-2023,Delhi Daredevils,Bowling,2022,2023
JM Bairstow,2022-2024,Delhi Daredevils,Batting,2022,2024
RD Chahar,2022-2024,Delhi Daredevils,Batting,2022,2024
S Dhawan,2022-2024,Delhi Daredevils,Batting,2022,2024
LS Livingstone,2022-2024,Delhi Daredevils,Batting,2022,2024
K Rabada,2022-2024,Delhi Daredevils,Batting,2022,2024
JM Sharma,2022-2024,Delhi Daredevils,Batting,2022,2024
JM Bairstow,2022-2024,Delhi Daredevils,Bowling,2022,2024
RD Chahar,2022-2024,Delhi Daredevils,Bowling,2022,2024
S Dhawan,2022-2024,Delhi Daredevils,Bowling,2022,2024
LS Livingstone,2022-2024,Delhi Daredevils,Bowling,2022,2024
K Rabada,2022-2024,Delhi Daredevils,Bowling,2022,2024
JM Sharma,2022-2024,Delhi Daredevils,Bowling,2022,2024
Gurnoor Brar,2023-2023,Delhi Daredevils,Batting,2023,2023
Mohit Rathee,2023-2023,Delhi Daredevils,Batting,2023,2023
MW Short,2023-2023,Delhi Daredevils,Batting,2023,2023
Gurnoor Brar,2023-2023,Delhi Daredevils,Bowling,2023,2023
Mohit Rathee,2023-2023,Delhi Daredevils,Bowling,2023,2023
MW Short,2023-2023,Delhi Daredevils,Bowling,2023,2023
Harpreet Singh,2023-2024,Delhi Daredevils,Batting,2023,2024
Sikandar Raza,2023-2024,Delhi Daredevils,Batting,2023,2024
A Taide,2023-2024,Delhi Daredevils,Batting,2023,2024
Harpreet Singh,2023-2024,Delhi Daredevils,Bowling,2023,2024
Sikandar Raza,2023-2024,Delhi Daredevils,Bowling,2023,2024
A Taide,2023-2024,Delhi Daredevils,Bowling,2023,2024
V Kaverappa,2024-2024,Delhi Daredevils,Batting,2024,2024
HV Patel,2024-2024,Delhi Daredevils,Batting,2024,2024
RR Rossouw,2024-2024,Delhi Daredevils,Batting,2024,2024
AR Sharma,2024-2024,Delhi Daredevils,Batting,2024,2024
Shivam Singh,2024-2024,Delhi Daredevils,Batting,2024,2024
V Kaverappa,2024-2024,Delhi Daredevils,Bowling,2024,2024
HV Patel,2024-2024,Delhi Daredevils,Bowling,2024,2024
RR Rossouw,2024-2024,Delhi Daredevils,Bowling,2024,2024
AR Sharma,2024-2024,Delhi Daredevils,Bowling,2024,2024
Shivam Singh,2024-2024,Delhi Daredevils,Bowling,2024,2024
Shashank Singh,2024-2025,Delhi Daredevils,Batting,2024,2025
Shashank Singh,2024-2025,Delhi Daredevils,Bowling,2024,2025
P Arya,2025-2025,Delhi Daredevils,Batting,2025,2025
Azmatullah Omarzai,2025-2025,Delhi Daredevils,Batting,2025,2025
XC Bartlett,2025-2025,Delhi Daredevils,Batting,2025,2025
YS Chahal,2025-2025,Delhi Daredevils,Batting,2025,2025
P Dubey,2025-2025,Delhi Daredevils,Batting,2025,2025
LH Ferguson,2025-2025,Delhi Daredevils,Batting,2025,2025
JP Inglis,2025-2025,Delhi Daredevils,Batting,2025,2025
SS Iyer,2025-2025,Delhi Daredevils,Batting,2025,2025
KA Jamieson,2025-2025,Delhi Daredevils,Batting,2025,2025
M Jansen,2025-2025,Delhi Daredevils,Batting,2025,2025
Musheer Khan,2025-2025,Delhi Daredevils,Batting,2025,2025
MJ Owen,2025-2025,Delhi Daredevils,Batting,2025,2025
Suryansh Shedge,2025-2025,Delhi Daredevils,Batting,2025,2025
Yash Thakur,2025-2025,Delhi Daredevils,Batting,2025,2025
V Vyshak,2025-2025,Delhi Daredevils,Batting,2025,2025
N Wadhera,2025-2025,Delhi Daredevils,Batting,2025,2025
P Arya,2025-2025,Delhi Daredevils,Bowling,2025,2025
Azmatullah Omarzai,2025-2025,Delhi Daredevils,Bowling,2025,2025
XC Bartlett,2025-2025,Delhi Daredevils,Bowling,2025,2025
YS Chahal,2025-2025,Delhi Daredevils,Bowling,2025,2025
P Dubey,2025-2025,Delhi Daredevils,Bowling,2025,2025
LH Ferguson,2025-2025,Delhi Daredevils,Bowling,2025,2025
JP Inglis,2025-2025,Delhi Daredevils,Bowling,2025,2025
SS Iyer,2025-2025,Delhi Daredevils,Bowling,2025,2025
KA Jamieson,2025-2025,Delhi Daredevils,Bowling,2025,2025
M Jansen,2025-2025,Delhi Daredevils,Bowling,2025,2025
Musheer Khan,2025-2025,Delhi Daredevils,Bowling,2025,2025
MJ Owen,2025-2025,Delhi Daredevils,Bowling,2025,2025
Suryansh Shedge,2025-2025,Delhi Daredevils,Bowling,2025,2025
Yash Thakur,2025-2025,Delhi Daredevils,Bowling,2025,2025
V Vyshak,2025-2025,Delhi Daredevils,Bowling,2025,2025
N Wadhera,2025-2025,Delhi Daredevils,Bowling,2025,2025
Anand Rajan,2013-2013,Gujarat Lions,Batting,2013,2013
Ankit Sharma,2013-2013,Gujarat Lions,Batting,2013,2013
Q de Kock,2013-2013,Gujarat Lions,Batting,2013,2013
PA Patel,2013-2013,Gujarat Lions,Batting,2013,2013
NLTC Perera,2013-2013,Gujarat Lions,Batting,2013,2013
DB Ravi Teja,2013-2013,Gujarat Lions,Batting,2013,2013
PA Reddy,2013-2013,Gujarat Lions,Batting,2013,2013
BB Samantray,2013-2013,Gujarat Lions,Batting,2013,2013
KC Sangakkara,2013-2013,Gujarat Lions,Batting,2013,2013
X Thalaivan Sargunam,2013-2013,Gujarat Lions,Batting,2013,2013
CL White,2013-2013,Gujarat Lions,Batting,2013,2013
Anand Rajan,2013-2013,Gujarat Lions,Bowling,2013,2013
Ankit Sharma,2013-2013,Gujarat Lions,Bowling,2013,2013
Q de Kock,2013-2013,Gujarat Lions,Bowling,2013,2013
PA Patel,2013-2013,Gujarat Lions,Bowling,2013,2013
NLTC Perera,2013-2013,Gujarat Lions,Bowling,2013,2013
DB Ravi Teja,2013-2013,Gujarat Lions,Bowling,2013,2013
PA Reddy,2013-2013,Gujarat Lions,Bowling,2013,2013
BB Samantray,2013-2013,Gujarat Lions,Bowling,2013,2013
KC Sangakkara,2013-2013,Gujarat Lions,Bowling,2013,2013
X Thalaivan Sargunam,2013-2013,Gujarat Lions,Bowling,2013,2013
CL White,2013-2013,Gujarat Lions,Bowling,2013,2013
A Mishra,2013-2014,Gujarat Lions,Batting,2013,2014
DJG Sammy,2013-2014,Gujarat Lions,Batting,2013,2014
A Mishra,2013-2014,Gujarat Lions,Bowling,2013,2014
DJG Sammy,2013-2014,Gujarat Lions,Bowling,2013,2014
I Sharma,2013-2015,Gujarat Lions,Batting,2013,2015
DW Steyn,2013-2015,Gujarat Lions,Batting,2013,2015
GH Vihari,2013-2015,Gujarat Lions,Batting,2013,2015
I Sharma,2013-2015,Gujarat Lions,Bowling,2013,2015
DW Steyn,2013-2015,Gujarat Lions,Bowling,2013,2015
GH Vihari,2013-2015,Gujarat Lions,Bowling,2013,2015
A Ashish Reddy,2013-2016,Gujarat Lions,Batting,2013,2016
KV Sharma,2013-2016,Gujarat Lions,Batting,2013,2016
A Ashish Reddy,2013-2016,Gujarat Lions,Bowling,2013,2016
KV Sharma,2013-2016,Gujarat Lions,Bowling,2013,2016
S Dhawan,2013-2018,Gujarat Lions,Batting,2013,2018
S Dhawan,2013-2018,Gujarat Lions,Bowling,2013,2018
S Anirudha,2014-2014,Gujarat Lions,Batting,2014,2014
AJ Finch,2014-2014,Gujarat Lions,Batting,2014,2014
IK Pathan,2014-2014,Gujarat Lions,Batting,2014,2014
Y Venugopal Rao,2014-2014,Gujarat Lions,Batting,2014,2014
S Anirudha,2014-2014,Gujarat Lions,Bowling,2014,2014
AJ Finch,2014-2014,Gujarat Lions,Bowling,2014,2014
IK Pathan,2014-2014,Gujarat Lions,Bowling,2014,2014
Y Venugopal Rao,2014-2014,Gujarat Lions,Bowling,2014,2014
Parvez Rasool,2014-2015,Gujarat Lions,Batting,2014,2015
KL Rahul,2014-2015,Gujarat Lions,Batting,2014,2015
Parvez Rasool,2014-2015,Gujarat Lions,Bowling,2014,2015
KL Rahul,2014-2015,Gujarat Lions,Bowling,2014,2015
MC Henriques,2014-2017,Gujarat Lions,Batting,2014,2017
NV Ojha,2014-2017,Gujarat Lions,Batting,2014,2017
MC Henriques,2014-2017,Gujarat Lions,Bowling,2014,2017
NV Ojha,2014-2017,Gujarat Lions,Bowling,2014,2017
JO Holder,2014-2021,Gujarat Lions,Batting,2014,2021
DA Warner,2014-2021,Gujarat Lions,Batting,2014,2021
JO Holder,2014-2021,Gujarat Lions,Bowling,2014,2021
DA Warner,2014-2021,Gujarat Lions,Bowling,2014,2021
B Kumar,2014-2024,Gujarat Lions,Batting,2014,2024
B Kumar,2014-2024,Gujarat Lions,Bowling,2014,2024
RS Bopara,2015-2015,Gujarat Lions,Batting,2015,2015
P Kumar,2015-2015,Gujarat Lions,Batting,2015,2015
RS Bopara,2015-2015,Gujarat Lions,Bowling,2015,2015
P Kumar,2015-2015,Gujarat Lions,Bowling,2015,2015
TA Boult,2015-2016,Gujarat Lions,Batting,2015,2016
EJG Morgan,2015-2016,Gujarat Lions,Batting,2015,2016
TA Boult,2015-2016,Gujarat Lions,Bowling,2015,2016
EJG Morgan,2015-2016,Gujarat Lions,Bowling,2015,2016
Bipul Sharma,2015-2017,Gujarat Lions,Batting,2015,2017
Bipul Sharma,2015-2017,Gujarat Lions,Bowling,2015,2017
KS Williamson,2015-2022,Gujarat Lions,Batting,2015,2022
KS Williamson,2015-2022,Gujarat Lions,Bowling,2015,2022
AP Tare,2016-2016,Gujarat Lions,Batting,2016,2016
AP Tare,2016-2016,Gujarat Lions,Bowling,2016,2016
BCJ Cutting,2016-2017,Gujarat Lions,Batting,2016,2017
Mustafizur Rahman,2016-2017,Gujarat Lions,Batting,2016,2017
A Nehra,2016-2017,Gujarat Lions,Batting,2016,2017
BB Sran,2016-2017,Gujarat Lions,Batting,2016,2017
Yuvraj Singh,2016-2017,Gujarat Lions,Batting,2016,2017
BCJ Cutting,2016-2017,Gujarat Lions,Bowling,2016,2017
Mustafizur Rahman,2016-2017,Gujarat Lions,Bowling,2016,2017
A Nehra,2016-2017,Gujarat Lions,Bowling,2016,2017
BB Sran,2016-2017,Gujarat Lions,Bowling,2016,2017
Yuvraj Singh,2016-2017,Gujarat Lions,Bowling,2016,2017
DJ Hooda,2016-2019,Gujarat Lions,Batting,2016,2019
DJ Hooda,2016-2019,Gujarat Lions,Bowling,2016,2019
Mohammed Siraj,2017-2017,Gujarat Lions,Batting,2017,2017
Mohammed Siraj,2017-2017,Gujarat Lions,Bowling,2017,2017
CJ Jordan,2017-2018,Gujarat Lions,Batting,2017,2018
CJ Jordan,2017-2018,Gujarat Lions,Bowling,2017,2018
S Kaul,2017-2021,Gujarat Lions,Batting,2017,2021
Mohammad Nabi,2017-2021,Gujarat Lions,Batting,2017,2021
Rashid Khan,2017-2021,Gujarat Lions,Batting,2017,2021
V Shankar,2017-2021,Gujarat Lions,Batting,2017,2021
S Kaul,2017-2021,Gujarat Lions,Bowling,2017,2021
Mohammad Nabi,2017-2021,Gujarat Lions,Bowling,2017,2021
Rashid Khan,2017-2021,Gujarat Lions,Bowling,2017,2021
V Shankar,2017-2021,Gujarat Lions,Bowling,2017,2021
CR Brathwaite,2018-2018,Gujarat Lions,Batting,2018,2018
AD Hales,2018-2018,Gujarat Lions,Batting,2018,2018
B Stanlake,2018-2018,Gujarat Lions,Batting,2018,2018
CR Brathwaite,2018-2018,Gujarat Lions,Bowling,2018,2018
AD Hales,2018-2018,Gujarat Lions,Bowling,2018,2018
B Stanlake,2018-2018,Gujarat Lions,Bowling,2018,2018
RK Bhui,2018-2019,Gujarat Lions,Batting,2018,2019
YK Pathan,2018-2019,Gujarat Lions,Batting,2018,2019
Shakib Al Hasan,2018-2019,Gujarat Lions,Batting,2018,2019
RK Bhui,2018-2019,Gujarat Lions,Bowling,2018,2019
YK Pathan,2018-2019,Gujarat Lions,Bowling,2018,2019
Shakib Al Hasan,2018-2019,Gujarat Lions,Bowling,2018,2019
Basil Thampi,2018-2020,Gujarat Lions,Batting,2018,2020
SP Goswami,2018-2020,Gujarat Lions,Batting,2018,2020
Basil Thampi,2018-2020,Gujarat Lions,Bowling,2018,2020
SP Goswami,2018-2020,Gujarat Lions,Bowling,2018,2020
KK Ahmed,2018-2021,Gujarat Lions,Batting,2018,2021
MK Pandey,2018-2021,Gujarat Lions,Batting,2018,2021
WP Saha,2018-2021,Gujarat Lions,Batting,2018,2021
Sandeep Sharma,2018-2021,Gujarat Lions,Batting,2018,2021
KK Ahmed,2018-2021,Gujarat Lions,Bowling,2018,2021
MK Pandey,2018-2021,Gujarat Lions,Bowling,2018,2021
WP Saha,2018-2021,Gujarat Lions,Bowling,2018,2021
Sandeep Sharma,2018-2021,Gujarat Lions,Bowling,2018,2021
MJ Guptill,2019-2019,Gujarat Lions,Batting,2019,2019
MJ Guptill,2019-2019,Gujarat Lions,Bowling,2019,2019
JM Bairstow,2019-2021,Gujarat Lions,Batting,2019,2021
S Nadeem,2019-2021,Gujarat Lions,Batting,2019,2021
JM Bairstow,2019-2021,Gujarat Lions,Bowling,2019,2021
S Nadeem,2019-2021,Gujarat Lions,Bowling,2019,2021
Abhishek Sharma,2019-2025,Gujarat Lions,Batting,2019,2025
Abhishek Sharma,2019-2025,Gujarat Lions,Bowling,2019,2025
MR Marsh,2020-2020,Gujarat Lions,Batting,2020,2020
MR Marsh,2020-2020,Gujarat Lions,Bowling,2020,2020
PK Garg,2020-2022,Gujarat Lions,Batting,2020,2022
PK Garg,2020-2022,Gujarat Lions,Bowling,2020,2022
Abdul Samad,2020-2024,Gujarat Lions,Batting,2020,2024
T Natarajan,2020-2024,Gujarat Lions,Batting,2020,2024
Abdul Samad,2020-2024,Gujarat Lions,Bowling,2020,2024
T Natarajan,2020-2024,Gujarat Lions,Bowling,2020,2024
KM Jadhav,2021-2021,Gujarat Lions,Batting,2021,2021
Mujeeb Ur Rahman,2021-2021,Gujarat Lions,Batting,2021,2021
JJ Roy,2021-2021,Gujarat Lions,Batting,2021,2021
Virat Singh,2021-2021,Gujarat Lions,Batting,2021,2021
KM Jadhav,2021-2021,Gujarat Lions,Bowling,2021,2021
Mujeeb Ur Rahman,2021-2021,Gujarat Lions,Bowling,2021,2021
JJ Roy,2021-2021,Gujarat Lions,Bowling,2021,2021
Virat Singh,2021-2021,Gujarat Lions,Bowling,2021,2021
J Suchith,2021-2022,Gujarat Lions,Batting,2021,2022
J Suchith,2021-2022,Gujarat Lions,Bowling,2021,2022
Umran Malik,2021-2024,Gujarat Lions,Batting,2021,2024
Umran Malik,2021-2024,Gujarat Lions,Bowling,2021,2024
SA Abbott,2022-2022,Gujarat Lions,Batting,2022,2022
S Gopal,2022-2022,Gujarat Lions,Batting,2022,2022
N Pooran,2022-2022,Gujarat Lions,Batting,2022,2022
Shashank Singh,2022-2022,Gujarat Lions,Batting,2022,2022
R Shepherd,2022-2022,Gujarat Lions,Batting,2022,2022
SA Abbott,2022-2022,Gujarat Lions,Bowling,2022,2022
S Gopal,2022-2022,Gujarat Lions,Bowling,2022,2022
N Pooran,2022-2022,Gujarat Lions,Bowling,2022,2022
Shashank Singh,2022-2022,Gujarat Lions,Bowling,2022,2022
R Shepherd,2022-2022,Gujarat Lions,Bowling,2022,2022
Fazalhaq Farooqi,2022-2023,Gujarat Lions,Batting,2022,2023
Kartik Tyagi,2022-2023,Gujarat Lions,Batting,2022,2023
Fazalhaq Farooqi,2022-2023,Gujarat Lions,Bowling,2022,2023
Kartik Tyagi,2022-2023,Gujarat Lions,Bowling,2022,2023
M Jansen,2022-2024,Gujarat Lions,Batting,2022,2024
AK Markram,2022-2024,Gujarat Lions,Batting,2022,2024
RA Tripathi,2022-2024,Gujarat Lions,Batting,2022,2024
Washington Sundar,2022-2024,Gujarat Lions,Batting,2022,2024
M Jansen,2022-2024,Gujarat Lions,Bowling,2022,2024
AK Markram,2022-2024,Gujarat Lions,Bowling,2022,2024
RA Tripathi,2022-2024,Gujarat Lions,Bowling,2022,2024
Washington Sundar,2022-2024,Gujarat Lions,Bowling,2022,2024
HC Brook,2023-2023,Gujarat Lions,Batting,2023,2023
MJ Dagar,2023-2023,Gujarat Lions,Batting,2023,2023
AJ Hosein,2023-2023,Gujarat Lions,Batting,2023,2023
GD Phillips,2023-2023,Gujarat Lions,Batting,2023,2023
AU Rashid,2023-2023,Gujarat Lions,Batting,2023,2023
Vivrant Sharma,2023-2023,Gujarat Lions,Batting,2023,2023
HC Brook,2023-2023,Gujarat Lions,Bowling,2023,2023
MJ Dagar,2023-2023,Gujarat Lions,Bowling,2023,2023
AJ Hosein,2023-2023,Gujarat Lions,Bowling,2023,2023
GD Phillips,2023-2023,Gujarat Lions,Bowling,2023,2023
AU Rashid,2023-2023,Gujarat Lions,Bowling,2023,2023
Vivrant Sharma,2023-2023,Gujarat Lions,Bowling,2023,2023
MA Agarwal,2023-2024,Gujarat Lions,Batting,2023,2024
Anmolpreet Singh,2023-2024,Gujarat Lions,Batting,2023,2024
M Markande,2023-2024,Gujarat Lions,Batting,2023,2024
Sanvir Singh,2023-2024,Gujarat Lions,Batting,2023,2024
MA Agarwal,2023-2024,Gujarat Lions,Bowling,2023,2024
Anmolpreet Singh,2023-2024,Gujarat Lions,Bowling,2023,2024
M Markande,2023-2024,Gujarat Lions,Bowling,2023,2024
Sanvir Singh,2023-2024,Gujarat Lions,Bowling,2023,2024
H Klaasen,2023-2025,Gujarat Lions,Batting,2023,2025
K Nitish Kumar Reddy,2023-2025,Gujarat Lions,Batting,2023,2025
H Klaasen,2023-2025,Gujarat Lions,Bowling,2023,2025
K Nitish Kumar Reddy,2023-2025,Gujarat Lions,Bowling,2023,2025
Shahbaz Ahmed,2024-2024,Gujarat Lions,Batting,2024,2024
V Viyaskanth,2024-2024,Gujarat Lions,Batting,2024,2024
Shahbaz Ahmed,2024-2024,Gujarat Lions,Bowling,2024,2024
V Viyaskanth,2024-2024,Gujarat Lions,Bowling,2024,2024
PJ Cummins,2024-2025,Gujarat Lions,Batting,2024,2025
TM Head,2024-2025,Gujarat Lions,Batting,2024,2025
JD Unadkat,2024-2025,Gujarat Lions,Batting,2024,2025
PJ Cummins,2024-2025,Gujarat Lions,Bowling,2024,2025
TM Head,2024-2025,Gujarat Lions,Bowling,2024,2025
JD Unadkat,2024-2025,Gujarat Lions,Bowling,2024,2025
RD Chahar,2025-2025,Gujarat Lions,Batting,2025,2025
HS Dubey,2025-2025,Gujarat Lions,Batting,2025,2025
Ishan Kishan,2025-2025,Gujarat Lions,Batting,2025,2025
E Malinga,2025-2025,Gujarat Lions,Batting,2025,2025
A Manohar,2025-2025,Gujarat Lions,Batting,2025,2025
PHKD Mendis,2025-2025,Gujarat Lions,Batting,2025,2025
Mohammed Shami,2025-2025,Gujarat Lions,Batting,2025,2025
PWA Mulder,2025-2025,Gujarat Lions,Batting,2025,2025
HV Patel,2025-2025,Gujarat Lions,Batting,2025,2025
Sachin Baby,2025-2025,Gujarat Lions,Batting,2025,2025
Simarjeet Singh,2025-2025,Gujarat Lions,Batting,2025,2025
A Taide,2025-2025,Gujarat Lions,Batting,2025,2025
AU Verma,2025-2025,Gujarat Lions,Batting,2025,2025
A Zampa,2025-2025,Gujarat Lions,Batting,2025,2025
Zeeshan Ansari,2025-2025,Gujarat Lions,Batting,2025,2025
RD Chahar,2025-2025,Gujarat Lions,Bowling,2025,2025
HS Dubey,2025-2025,Gujarat Lions,Bowling,2025,2025
Ishan Kishan,2025-2025,Gujarat Lions,Bowling,2025,2025
E Malinga,2025-2025,Gujarat Lions,Bowling,2025,2025
A Manohar,2025-2025,Gujarat Lions,Bowling,2025,2025
PHKD Mendis,2025-2025,Gujarat Lions,Bowling,2025,2025
Mohammed Shami,2025-2025,Gujarat Lions,Bowling,2025,2025
PWA Mulder,2025-2025,Gujarat Lions,Bowling,2025,2025
HV Patel,2025-2025,Gujarat Lions,Bowling,2025,2025
Sachin Baby,2025-2025,Gujarat Lions,Bowling,2025,2025
Simarjeet Singh,2025-2025,Gujarat Lions,Bowling,2025,2025
A Taide,2025-2025,Gujarat Lions,Bowling,2025,2025
AU Verma,2025-2025,Gujarat Lions,Bowling,2025,2025
A Zampa,2025-2025,Gujarat Lions,Bowling,2025,2025
Zeeshan Ansari,2025-2025,Gujarat Lions,Bowling,2025,2025
PVD Chameera,2022-2022,Gujarat Titans,Batting,2022,2022
JO Holder,2022-2022,Gujarat Titans,Batting,2022,2022
E Lewis,2022-2022,Gujarat Titans,Batting,2022,2022
MK Pandey,2022-2022,Gujarat Titans,Batting,2022,2022
AJ Tye,2022-2022,Gujarat Titans,Batting,2022,2022
PVD Chameera,2022-2022,Gujarat Titans,Bowling,2022,2022
JO Holder,2022-2022,Gujarat Titans,Bowling,2022,2022
E Lewis,2022-2022,Gujarat Titans,Bowling,2022,2022
MK Pandey,2022-2022,Gujarat Titans,Bowling,2022,2022
AJ Tye,2022-2022,Gujarat Titans,Bowling,2022,2022
KS Sharma,2022-2023,Gujarat Titans,Batting,2022,2023
M Vohra,2022-2023,Gujarat Titans,Batting,2022,2023
KS Sharma,2022-2023,Gujarat Titans,Bowling,2022,2023
M Vohra,2022-2023,Gujarat Titans,Bowling,2022,2023
Q de Kock,2022-2024,Gujarat Titans,Batting,2022,2024
K Gowtham,2022-2024,Gujarat Titans,Batting,2022,2024
DJ Hooda,2022-2024,Gujarat Titans,Batting,2022,2024
Mohsin Khan,2022-2024,Gujarat Titans,Batting,2022,2024
KH Pandya,2022-2024,Gujarat Titans,Batting,2022,2024
KL Rahul,2022-2024,Gujarat Titans,Batting,2022,2024
MP Stoinis,2022-2024,Gujarat Titans,Batting,2022,2024
Q de Kock,2022-2024,Gujarat Titans,Bowling,2022,2024
K Gowtham,2022-2024,Gujarat Titans,Bowling,2022,2024
DJ Hooda,2022-2024,Gujarat Titans,Bowling,2022,2024
