Player,Span,Team,Record Type
M Vijay,2014-2014,Kolkata Knight Riders,Bowling
MS Wade,2011-2011,Kolkata Knight Riders,Bowling
DA Warner,2009-2024,Kolkata Knight Riders,Bowling
LB Williams,2024-2024,Kolkata Knight Riders,Bowling
CR Woakes,2021-2021,Kolkata Knight Riders,Bowling
J Yadav,2015-2017,Kolkata Knight Riders,Bowling
Lalit Yadav,2021-2024,Kolkata Knight Riders,Bowling
UT Yadav,2010-2013,Kolkata Knight Riders,Bowling
Yuvraj Singh,2015-2015,Kolkata Knight Riders,Bowling
VR Aaron,2022-2022,Lucknow Super Giants,Batting
Arshad Khan,2025-2025,Lucknow Super Giants,Batting
Azmatullah Omarzai,2024-2024,Lucknow Super Giants,Batting
JC Buttler,2025-2025,Lucknow Super Giants,Batting
G Coetzee,2025-2025,Lucknow Super Giants,Batting
LH Ferguson,2022-2022,Lucknow Super Giants,Batting
SH Johnson,2024-2024,Lucknow Super Giants,Batting
AS Joseph,2022-2023,Lucknow Super Giants,Batting
Karim Janat,2025-2025,Lucknow Super Giants,Batting
Kartik Tyagi,2024-2024,Lucknow Super Giants,Batting
K Khejroliya,2025-2025,Lucknow Super Giants,Batting
JB Little,2023-2024,Lucknow Super Giants,Batting
A Manohar,2022-2024,Lucknow Super Giants,Batting
BKG Mendis,2025-2025,Lucknow Super Giants,Batting
DA Miller,2022-2024,Lucknow Super Giants,Batting
Mohammed Shami,2022-2023,Lucknow Super Giants,Batting
Mohammed Siraj,2025-2025,Lucknow Super Giants,Batting
DG Nalkande,2022-2024,Lucknow Super Giants,Batting
Noor Ahmad,2023-2024,Lucknow Super Giants,Batting
HH Pandya,2022-2023,Lucknow Super Giants,Batting
M Prasidh Krishna,2025-2025,Lucknow Super Giants,Batting
K Rabada,2025-2025,Lucknow Super Giants,Batting
Rashid Khan,2022-2025,Lucknow Super Giants,Batting
SE Rutherford,2025-2025,Lucknow Super Giants,Batting
WP Saha,2022-2024,Lucknow Super Giants,Batting
B Sai Sudharsan,2022-2025,Lucknow Super Giants,Batting
R Sai Kishore,2022-2025,Lucknow Super Giants,Batting
S Sandeep Warrier,2024-2024,Lucknow Super Giants,Batting
PJ Sangwan,2022-2022,Lucknow Super Giants,Batting
M Shahrukh Khan,2024-2025,Lucknow Super Giants,Batting
MD Shanaka,2023-2023,Lucknow Super Giants,Batting
V Shankar,2022-2024,Lucknow Super Giants,Batting
BR Sharath,2024-2024,Lucknow Super Giants,Batting
I Sharma,2025-2025,Lucknow Super Giants,Batting
MM Sharma,2023-2024,Lucknow Super Giants,Batting
Shubman Gill,2022-2025,Lucknow Super Giants,Batting
MJ Suthar,2024-2024,Lucknow Super Giants,Batting
R Tewatia,2022-2025,Lucknow Super Giants,Batting
MS Wade,2022-2024,Lucknow Super Giants,Batting
Washington Sundar,2025-2025,Lucknow Super Giants,Batting
KS Williamson,2023-2024,Lucknow Super Giants,Batting
J Yadav,2023-2023,Lucknow Super Giants,Batting
UT Yadav,2024-2024,Lucknow Super Giants,Batting
Yash Dayal,2022-2023,Lucknow Super Giants,Batting
VR Aaron,2022-2022,Lucknow Super Giants,Bowling
Arshad Khan,2025-2025,Lucknow Super Giants,Bowling
Azmatullah Omarzai,2024-2024,Lucknow Super Giants,Bowling
JC Buttler,2025-2025,Lucknow Super Giants,Bowling
G Coetzee,2025-2025,Lucknow Super Giants,Bowling
LH Ferguson,2022-2022,Lucknow Super Giants,Bowling
SH Johnson,2024-2024,Lucknow Super Giants,Bowling
AS Joseph,2022-2023,Lucknow Super Giants,Bowling
Karim Janat,2025-2025,Lucknow Super Giants,Bowling
Kartik Tyagi,2024-2024,Lucknow Super Giants,Bowling
K Khejroliya,2025-2025,Lucknow Super Giants,Bowling
JB Little,2023-2024,Lucknow Super Giants,Bowling
A Manohar,2022-2024,Lucknow Super Giants,Bowling
BKG Mendis,2025-2025,Lucknow Super Giants,Bowling
DA Miller,2022-2024,Lucknow Super Giants,Bowling
Mohammed Shami,2022-2023,Lucknow Super Giants,Bowling
Mohammed Siraj,2025-2025,Lucknow Super Giants,Bowling
DG Nalkande,2022-2024,Lucknow Super Giants,Bowling
Noor Ahmad,2023-2024,Lucknow Super Giants,Bowling
HH Pandya,2022-2023,Lucknow Super Giants,Bowling
M Prasidh Krishna,2025-2025,Lucknow Super Giants,Bowling
K Rabada,2025-2025,Lucknow Super Giants,Bowling
Rashid Khan,2022-2025,Lucknow Super Giants,Bowling
SE Rutherford,2025-2025,Lucknow Super Giants,Bowling
WP Saha,2022-2024,Lucknow Super Giants,Bowling
B Sai Sudharsan,2022-2025,Lucknow Super Giants,Bowling
R Sai Kishore,2022-2025,Lucknow Super Giants,Bowling
S Sandeep Warrier,2024-2024,Lucknow Super Giants,Bowling
PJ Sangwan,2022-2022,Lucknow Super Giants,Bowling
M Shahrukh Khan,2024-2025,Lucknow Super Giants,Bowling
MD Shanaka,2023-2023,Lucknow Super Giants,Bowling
V Shankar,2022-2024,Lucknow Super Giants,Bowling
BR Sharath,2024-2024,Lucknow Super Giants,Bowling
I Sharma,2025-2025,Lucknow Super Giants,Bowling
MM Sharma,2023-2024,Lucknow Super Giants,Bowling
Shubman Gill,2022-2025,Lucknow Super Giants,Bowling
MJ Suthar,2024-2024,Lucknow Super Giants,Bowling
R Tewatia,2022-2025,Lucknow Super Giants,Bowling
MS Wade,2022-2024,Lucknow Super Giants,Bowling
Washington Sundar,2025-2025,Lucknow Super Giants,Bowling
KS Williamson,2023-2024,Lucknow Super Giants,Bowling
J Yadav,2023-2023,Lucknow Super Giants,Bowling
UT Yadav,2024-2024,Lucknow Super Giants,Bowling
Yash Dayal,2022-2023,Lucknow Super Giants,Bowling
VR Aaron,2019-2020,Mumbai Indians,Batting
Abdul Basith,2023-2023,Mumbai Indians,Batting
Akash Singh,2021-2021,Mumbai Indians,Batting
Ankit Sharma,2014-2018,Mumbai Indians,Batting
Anuj Rawat,2021-2021,Mumbai Indians,Batting
Anureet Singh,2018-2018,Mumbai Indians,Batting
JC Archer,2018-2025,Mumbai Indians,Batting
M Ashwin,2023-2023,Mumbai Indians,Batting
R Ashwin,2022-2024,Mumbai Indians,Batting
KM Asif,2023-2023,Mumbai Indians,Batting
SA Asnodkar,2008-2011,Mumbai Indians,Batting
Avesh Khan,2024-2024,Mumbai Indians,Batting
S Badree,2013-2013,Mumbai Indians,Batting
R Bhatia,2014-2015,Mumbai Indians,Batting
STR Binny,2011-2019,Mumbai Indians,Batting
J Botha,2009-2012,Mumbai Indians,Batting
TA Boult,2022-2024,Mumbai Indians,Batting
N Burger,2024-2024,Mumbai Indians,Batting
JC Buttler,2018-2024,Mumbai Indians,Batting
LA Carseldine,2009-2009,Mumbai Indians,Batting
YS Chahal,2022-2024,Mumbai Indians,Batting
UBT Chand,2014-2014,Mumbai Indians,Batting
A Chandila,2012-2013,Mumbai Indians,Batting
AA Chavan,2011-2013,Mumbai Indians,Batting
SD Chitnis,2009-2009,Mumbai Indians,Batting
P Chopra,2018-2019,Mumbai Indians,Batting
KK Cooper,2012-2014,Mumbai Indians,Batting
NM Coulter-Nile,2022-2022,Mumbai Indians,Batting
TK Curran,2020-2020,Mumbai Indians,Batting
BCJ Cutting,2014-2014,Mumbai Indians,Batting
TU Deshpande,2025-2025,Mumbai Indians,Batting
P Dogra,2010-2010,Mumbai Indians,Batting
AP Dole,2010-2010,Mumbai Indians,Batting
ND Doshi,2011-2011,Mumbai Indians,Batting
R Dravid,2011-2013,Mumbai Indians,Batting
S Dube,2021-2021,Mumbai Indians,Batting
SB Dubey,2024-2025,Mumbai Indians,Batting
JP Faulkner,2013-2015,Mumbai Indians,Batting
FY Fazal,2010-2011,Mumbai Indians,Batting
Fazalhaq Farooqi,2025-2025,Mumbai Indians,Batting
D Ferreira,2024-2024,Mumbai Indians,Batting
AJ Finch,2010-2010,Mumbai Indians,Batting
S Gopal,2018-2021,Mumbai Indians,Batting
SP Goswami,2012-2012,Mumbai Indians,Batting
K Gowtham,2018-2019,Mumbai Indians,Batting
Harmeet Singh,2013-2013,Mumbai Indians,Batting
SM Harwood,2009-2009,Mumbai Indians,Batting
PW Hasaranga,2025-2025,Mumbai Indians,Batting
T Henderson,2009-2009,Mumbai Indians,Batting
SO Hetmyer,2022-2025,Mumbai Indians,Batting
BJ Hodge,2012-2014,Mumbai Indians,Batting
GB Hogg,2012-2013,Mumbai Indians,Batting
JO Holder,2023-2023,Mumbai Indians,Batting
DJ Hooda,2015-2015,Mumbai Indians,Batting
Iqbal Abdulla,2014-2014,Mumbai Indians,Batting
RA Jadeja,2008-2009,Mumbai Indians,Batting
YBK Jaiswal,2020-2025,Mumbai Indians,Batting
AA Jhunjhunwala,2010-2010,Mumbai Indians,Batting
DC Jurel,2023-2025,Mumbai Indians,Batting
M Kaif,2008-2008,Mumbai Indians,Batting
Kamran Akmal,2008-2008,Mumbai Indians,Batting
Kamran Khan,2009-2010,Mumbai Indians,Batting
K Kartikeya,2025-2025,Mumbai Indians,Batting
Kartik Tyagi,2020-2021,Mumbai Indians,Batting
H Klaasen,2018-2018,Mumbai Indians,Batting
T Kohler-Cadmore,2024-2024,Mumbai Indians,Batting
T Kohli,2008-2008,Mumbai Indians,Batting
TK Kotian,2024-2024,Mumbai Indians,Batting
DS Kulkarni,2014-2019,Mumbai Indians,Batting
B Laughlin,2018-2018,Mumbai Indians,Batting
DS Lehmann,2008-2008,Mumbai Indians,Batting
E Lewis,2021-2021,Mumbai Indians,Batting
LS Livingstone,2019-2021,Mumbai Indians,Batting
MK Lomror,2018-2021,Mumbai Indians,Batting
MJ Lumb,2010-2010,Mumbai Indians,Batting
OC McCoy,2022-2023,Mumbai Indians,Batting
KA Maharaj,2024-2024,Mumbai Indians,Batting
VS Malik,2013-2014,Mumbai Indians,Batting
A Madhwal,2025-2025,Mumbai Indians,Batting
KT Maphaka,2025-2025,Mumbai Indians,Batting
M Markande,2021-2021,Mumbai Indians,Batting
DR Martyn,2010-2010,Mumbai Indians,Batting
AD Mascarenhas,2008-2010,Mumbai Indians,Batting
AL Menaria,2011-2013,Mumbai Indians,Batting
S Midhun,2019-2019,Mumbai Indians,Batting
DA Miller,2020-2021,Mumbai Indians,Batting
DJ Mitchell,2022-2022,Mumbai Indians,Batting
M Morkel,2009-2010,Mumbai Indians,Batting
CH Morris,2015-2021,Mumbai Indians,Batting
Mustafizur Rahman,2021-2021,Mumbai Indians,Batting
KK Nair,2014-2022,Mumbai Indians,Batting
S Narwal,2010-2010,Mumbai Indians,Batting
AM Nayar,2014-2014,Mumbai Indians,Batting
JDS Neesham,2022-2022,Mumbai Indians,Batting
NV Ojha,2009-2010,Mumbai Indians,Batting
JDP Oram,2011-2011,Mumbai Indians,Batting
D Padikkal,2022-2023,Mumbai Indians,Batting
Pankaj Singh,2008-2012,Mumbai Indians,Batting
R Parag,2019-2025,Mumbai Indians,Batting
MM Patel,2008-2010,Mumbai Indians,Batting
NK Patel,2008-2009,Mumbai Indians,Batting
YK Pathan,2008-2010,Mumbai Indians,Batting
AG Paunikar,2010-2011,Mumbai Indians,Batting
MDKJ Perera,2013-2013,Mumbai Indians,Batting
GD Phillips,2021-2021,Mumbai Indians,Batting
R Powell,2024-2024,Mumbai Indians,Batting
M Prasidh Krishna,2022-2022,Mumbai Indians,Batting
LG Pretorius,2025-2025,Mumbai Indians,Batting
RJ Quiney,2009-2009,Mumbai Indians,Batting
AM Rahane,2011-2019,Mumbai Indians,Batting
AS Rajpoot,2020-2020,Mumbai Indians,Batting
N Rana,2025-2025,Mumbai Indians,Batting
KS Rathore,2025-2025,Mumbai Indians,Batting
AS Raut,2009-2011,Mumbai Indians,Batting
M Rawat,2008-2009,Mumbai Indians,Batting
KW Richardson,2014-2014,Mumbai Indians,Batting
JE Root,2023-2023,Mumbai Indians,Batting
Sachin Baby,2013-2013,Mumbai Indians,Batting
NA Saini,2022-2023,Mumbai Indians,Batting
C Sakariya,2021-2021,Mumbai Indians,Batting
D Salunkhe,2008-2008,Mumbai Indians,Batting
SV Samson,2013-2025,Mumbai Indians,Batting
Sandeep Sharma,2023-2025,Mumbai Indians,Batting
KR Sen,2022-2024,Mumbai Indians,Batting
OA Shah,2012-2013,Mumbai Indians,Batting
PR Shah,2011-2011,Mumbai Indians,Batting
T Shamsi,2021-2021,Mumbai Indians,Batting
DJM Short,2018-2018,Mumbai Indians,Batting
R Shukla,2013-2013,Mumbai Indians,Batting
A Singh,2009-2012,Mumbai Indians,Batting
GC Smith,2008-2010,Mumbai Indians,Batting
SPD Smith,2014-2020,Mumbai Indians,Batting
IS Sodhi,2018-2019,Mumbai Indians,Batting
Sohail Tanvir,2008-2008,Mumbai Indians,Batting
TG Southee,2014-2015,Mumbai Indians,Batting
BB Sran,2015-2015,Mumbai Indians,Batting
S Sreesanth,2013-2013,Mumbai Indians,Batting
BA Stokes,2018-2021,Mumbai Indians,Batting
V Suryavanshi,2025-2025,Mumbai Indians,Batting
SW Tait,2010-2013,Mumbai Indians,Batting
PV Tambe,2013-2015,Mumbai Indians,Batting
LRPL Taylor,2011-2011,Mumbai Indians,Batting
R Tewatia,2014-2021,Mumbai Indians,Batting
M Theekshana,2025-2025,Mumbai Indians,Batting
J Theron,2015-2015,Mumbai Indians,Batting
O Thomas,2019-2019,Mumbai Indians,Batting
RA Tripathi,2018-2019,Mumbai Indians,Batting
SK Trivedi,2008-2013,Mumbai Indians,Batting
AJ Turner,2019-2019,Mumbai Indians,Batting
AJ Tye,2020-2020,Mumbai Indians,Batting
JD Unadkat,2018-2021,Mumbai Indians,Batting
A Uniyal,2010-2010,Mumbai Indians,Batting
RV Uthappa,2020-2020,Mumbai Indians,Batting
PC Valthaty,2009-2009,Mumbai Indians,Batting
HE van der Dussen,2022-2022,Mumbai Indians,Batting
AC Voges,2010-2010,Mumbai Indians,Batting
M Vohra,2021-2021,Mumbai Indians,Batting
SB Wagh,2010-2010,Mumbai Indians,Batting
SK Warne,2008-2011,Mumbai Indians,Batting
SR Watson,2008-2015,Mumbai Indians,Batting
K Yadav,2021-2023,Mumbai Indians,Batting
DH Yagnik,2011-2014,Mumbai Indians,Batting
Younis Khan,2008-2008,Mumbai Indians,Batting
Yudhvir Singh,2025-2025,Mumbai Indians,Batting
A Zampa,2023-2023,Mumbai Indians,Batting
VR Aaron,2019-2020,Mumbai Indians,Bowling
Abdul Basith,2023-2023,Mumbai Indians,Bowling
Akash Singh,2021-2021,Mumbai Indians,Bowling
Ankit Sharma,2014-2018,Mumbai Indians,Bowling
Anuj Rawat,2021-2021,Mumbai Indians,Bowling
Anureet Singh,2018-2018,Mumbai Indians,Bowling
JC Archer,2018-2025,Mumbai Indians,Bowling
M Ashwin,2023-2023,Mumbai Indians,Bowling
R Ashwin,2022-2024,Mumbai Indians,Bowling
KM Asif,2023-2023,Mumbai Indians,Bowling
SA Asnodkar,2008-2011,Mumbai Indians,Bowling
Avesh Khan,2024-2024,Mumbai Indians,Bowling
S Badree,2013-2013,Mumbai Indians,Bowling
R Bhatia,2014-2015,Mumbai Indians,Bowling
STR Binny,2011-2019,Mumbai Indians,Bowling
J Botha,2009-2012,Mumbai Indians,Bowling
TA Boult,2022-2024,Mumbai Indians,Bowling
N Burger,2024-2024,Mumbai Indians,Bowling
JC Buttler,2018-2024,Mumbai Indians,Bowling
LA Carseldine,2009-2009,Mumbai Indians,Bowling
YS Chahal,2022-2024,Mumbai Indians,Bowling
UBT Chand,2014-2014,Mumbai Indians,Bowling
A Chandila,2012-2013,Mumbai Indians,Bowling
AA Chavan,2011-2013,Mumbai Indians,Bowling
SD Chitnis,2009-2009,Mumbai Indians,Bowling
P Chopra,2018-2019,Mumbai Indians,Bowling
KK Cooper,2012-2014,Mumbai Indians,Bowling
NM Coulter-Nile,2022-2022,Mumbai Indians,Bowling
TK Curran,2020-2020,Mumbai Indians,Bowling
BCJ Cutting,2014-2014,Mumbai Indians,Bowling
TU Deshpande,2025-2025,Mumbai Indians,Bowling
P Dogra,2010-2010,Mumbai Indians,Bowling
AP Dole,2010-2010,Mumbai Indians,Bowling
ND Doshi,2011-2011,Mumbai Indians,Bowling
R Dravid,2011-2013,Mumbai Indians,Bowling
S Dube,2021-2021,Mumbai Indians,Bowling
SB Dubey,2024-2025,Mumbai Indians,Bowling
JP Faulkner,2013-2015,Mumbai Indians,Bowling
FY Fazal,2010-2011,Mumbai Indians,Bowling
Fazalhaq Farooqi,2025-2025,Mumbai Indians,Bowling
D Ferreira,2024-2024,Mumbai Indians,Bowling
AJ Finch,2010-2010,Mumbai Indians,Bowling
S Gopal,2018-2021,Mumbai Indians,Bowling
SP Goswami,2012-2012,Mumbai Indians,Bowling
K Gowtham,2018-2019,Mumbai Indians,Bowling
Harmeet Singh,2013-2013,Mumbai Indians,Bowling
SM Harwood,2009-2009,Mumbai Indians,Bowling
PW Hasaranga,2025-2025,Mumbai Indians,Bowling
T Henderson,2009-2009,Mumbai Indians,Bowling
SO Hetmyer,2022-2025,Mumbai Indians,Bowling
BJ Hodge,2012-2014,Mumbai Indians,Bowling
GB Hogg,2012-2013,Mumbai Indians,Bowling
JO Holder,2023-2023,Mumbai Indians,Bowling
DJ Hooda,2015-2015,Mumbai Indians,Bowling
Iqbal Abdulla,2014-2014,Mumbai Indians,Bowling
RA Jadeja,2008-2009,Mumbai Indians,Bowling
YBK Jaiswal,2020-2025,Mumbai Indians,Bowling
AA Jhunjhunwala,2010-2010,Mumbai Indians,Bowling
DC Jurel,2023-2025,Mumbai Indians,Bowling
M Kaif,2008-2008,Mumbai Indians,Bowling
Kamran Akmal,2008-2008,Mumbai Indians,Bowling
Kamran Khan,2009-2010,Mumbai Indians,Bowling
K Kartikeya,2025-2025,Mumbai Indians,Bowling
Kartik Tyagi,2020-2021,Mumbai Indians,Bowling
H Klaasen,2018-2018,Mumbai Indians,Bowling
T Kohler-Cadmore,2024-2024,Mumbai Indians,Bowling
T Kohli,2008-2008,Mumbai Indians,Bowling
TK Kotian,2024-2024,Mumbai Indians,Bowling
DS Kulkarni,2014-2019,Mumbai Indians,Bowling
B Laughlin,2018-2018,Mumbai Indians,Bowling
DS Lehmann,2008-2008,Mumbai Indians,Bowling
E Lewis,2021-2021,Mumbai Indians,Bowling
LS Livingstone,2019-2021,Mumbai Indians,Bowling
MK Lomror,2018-2021,Mumbai Indians,Bowling
MJ Lumb,2010-2010,Mumbai Indians,Bowling
OC McCoy,2022-2023,Mumbai Indians,Bowling
KA Maharaj,2024-2024,Mumbai Indians,Bowling
VS Malik,2013-2014,Mumbai Indians,Bowling
A Madhwal,2025-2025,Mumbai Indians,Bowling
KT Maphaka,2025-2025,Mumbai Indians,Bowling
M Markande,2021-2021,Mumbai Indians,Bowling
DR Martyn,2010-2010,Mumbai Indians,Bowling
AD Mascarenhas,2008-2010,Mumbai Indians,Bowling
AL Menaria,2011-2013,Mumbai Indians,Bowling
S Midhun,2019-2019,Mumbai Indians,Bowling
DA Miller,2020-2021,Mumbai Indians,Bowling
DJ Mitchell,2022-2022,Mumbai Indians,Bowling
M Morkel,2009-2010,Mumbai Indians,Bowling
CH Morris,2015-2021,Mumbai Indians,Bowling
Mustafizur Rahman,2021-2021,Mumbai Indians,Bowling
KK Nair,2014-2022,Mumbai Indians,Bowling
S Narwal,2010-2010,Mumbai Indians,Bowling
AM Nayar,2014-2014,Mumbai Indians,Bowling
JDS Neesham,2022-2022,Mumbai Indians,Bowling
NV Ojha,2009-2010,Mumbai Indians,Bowling
JDP Oram,2011-2011,Mumbai Indians,Bowling
D Padikkal,2022-2023,Mumbai Indians,Bowling
Pankaj Singh,2008-2012,Mumbai Indians,Bowling
R Parag,2019-2025,Mumbai Indians,Bowling
MM Patel,2008-2010,Mumbai Indians,Bowling
NK Patel,2008-2009,Mumbai Indians,Bowling
YK Pathan,2008-2010,Mumbai Indians,Bowling
AG Paunikar,2010-2011,Mumbai Indians,Bowling
MDKJ Perera,2013-2013,Mumbai Indians,Bowling
GD Phillips,2021-2021,Mumbai Indians,Bowling
R Powell,2024-2024,Mumbai Indians,Bowling
M Prasidh Krishna,2022-2022,Mumbai Indians,Bowling
LG Pretorius,2025-2025,Mumbai Indians,Bowling
RJ Quiney,2009-2009,Mumbai Indians,Bowling
AM Rahane,2011-2019,Mumbai Indians,Bowling
AS Rajpoot,2020-2020,Mumbai Indians,Bowling
N Rana,2025-2025,Mumbai Indians,Bowling
KS Rathore,2025-2025,Mumbai Indians,Bowling
AS Raut,2009-2011,Mumbai Indians,Bowling
M Rawat,2008-2009,Mumbai Indians,Bowling
KW Richardson,2014-2014,Mumbai Indians,Bowling
JE Root,2023-2023,Mumbai Indians,Bowling
Sachin Baby,2013-2013,Mumbai Indians,Bowling
NA Saini,2022-2023,Mumbai Indians,Bowling
C Sakariya,2021-2021,Mumbai Indians,Bowling
D Salunkhe,2008-2008,Mumbai Indians,Bowling
SV Samson,2013-2025,Mumbai Indians,Bowling
Sandeep Sharma,2023-2025,Mumbai Indians,Bowling
KR Sen,2022-2024,Mumbai Indians,Bowling
OA Shah,2012-2013,Mumbai Indians,Bowling
PR Shah,2011-2011,Mumbai Indians,Bowling
T Shamsi,2021-2021,Mumbai Indians,Bowling
DJM Short,2018-2018,Mumbai Indians,Bowling
R Shukla,2013-2013,Mumbai Indians,Bowling
A Singh,2009-2012,Mumbai Indians,Bowling
GC Smith,2008-2010,Mumbai Indians,Bowling
SPD Smith,2014-2020,Mumbai Indians,Bowling
IS Sodhi,2018-2019,Mumbai Indians,Bowling
Sohail Tanvir,2008-2008,Mumbai Indians,Bowling
TG Southee,2014-2015,Mumbai Indians,Bowling
BB Sran,2015-2015,Mumbai Indians,Bowling
S Sreesanth,2013-2013,Mumbai Indians,Bowling
BA Stokes,2018-2021,Mumbai Indians,Bowling
V Suryavanshi,2025-2025,Mumbai Indians,Bowling
SW Tait,2010-2013,Mumbai Indians,Bowling
PV Tambe,2013-2015,Mumbai Indians,Bowling
LRPL Taylor,2011-2011,Mumbai Indians,Bowling
R Tewatia,2014-2021,Mumbai Indians,Bowling
M Theekshana,2025-2025,Mumbai Indians,Bowling
J Theron,2015-2015,Mumbai Indians,Bowling
O Thomas,2019-2019,Mumbai Indians,Bowling
RA Tripathi,2018-2019,Mumbai Indians,Bowling
SK Trivedi,2008-2013,Mumbai Indians,Bowling
AJ Turner,2019-2019,Mumbai Indians,Bowling
AJ Tye,2020-2020,Mumbai Indians,Bowling
JD Unadkat,2018-2021,Mumbai Indians,Bowling
A Uniyal,2010-2010,Mumbai Indians,Bowling
RV Uthappa,2020-2020,Mumbai Indians,Bowling
PC Valthaty,2009-2009,Mumbai Indians,Bowling
HE van der Dussen,2022-2022,Mumbai Indians,Bowling
AC Voges,2010-2010,Mumbai Indians,Bowling
M Vohra,2021-2021,Mumbai Indians,Bowling
SB Wagh,2010-2010,Mumbai Indians,Bowling
SK Warne,2008-2011,Mumbai Indians,Bowling
SR Watson,2008-2015,Mumbai Indians,Bowling
K Yadav,2021-2023,Mumbai Indians,Bowling
DH Yagnik,2011-2014,Mumbai Indians,Bowling
Younis Khan,2008-2008,Mumbai Indians,Bowling
Yudhvir Singh,2025-2025,Mumbai Indians,Bowling
A Zampa,2023-2023,Mumbai Indians,Bowling
B Akhil,2011-2011,Pune Warriors,Batting
Y Gnaneswara Rao,2011-2011,Pune Warriors,Batting
RV Gomez,2011-2011,Pune Warriors,Batting
BJ Hodge,2011-2011,Pune Warriors,Batting
RA Jadeja,2011-2011,Pune Warriors,Batting
KM Jadhav,2011-2011,Pune Warriors,Batting
DPMD Jayawardene,2011-2011,Pune Warriors,Batting
M Klinger,2011-2011,Pune Warriors,Batting
VVS Laxman,2011-2011,Pune Warriors,Batting
BB McCullum,2011-2011,Pune Warriors,Batting
M Muralidaran,2011-2011,Pune Warriors,Batting
P Parameswaran,2011-2011,Pune Warriors,Batting
PA Patel,2011-2011,Pune Warriors,Batting
NLTC Perera,2011-2011,Pune Warriors,Batting
RR Powar,2011-2011,Pune Warriors,Batting
P Prasanth,2011-2011,Pune Warriors,Batting
OA Shah,2011-2011,Pune Warriors,Batting
RP Singh,2011-2011,Pune Warriors,Batting
S Sreesanth,2011-2011,Pune Warriors,Batting
R Vinay Kumar,2011-2011,Pune Warriors,Batting
B Akhil,2011-2011,Pune Warriors,Bowling
Y Gnaneswara Rao,2011-2011,Pune Warriors,Bowling
RV Gomez,2011-2011,Pune Warriors,Bowling
BJ Hodge,2011-2011,Pune Warriors,Bowling
RA Jadeja,2011-2011,Pune Warriors,Bowling
KM Jadhav,2011-2011,Pune Warriors,Bowling
DPMD Jayawardene,2011-2011,Pune Warriors,Bowling
M Klinger,2011-2011,Pune Warriors,Bowling
VVS Laxman,2011-2011,Pune Warriors,Bowling
BB McCullum,2011-2011,Pune Warriors,Bowling
M Muralidaran,2011-2011,Pune Warriors,Bowling
P Parameswaran,2011-2011,Pune Warriors,Bowling
PA Patel,2011-2011,Pune Warriors,Bowling
NLTC Perera,2011-2011,Pune Warriors,Bowling
RR Powar,2011-2011,Pune Warriors,Bowling
P Prasanth,2011-2011,Pune Warriors,Bowling
OA Shah,2011-2011,Pune Warriors,Bowling
RP Singh,2011-2011,Pune Warriors,Bowling
S Sreesanth,2011-2011,Pune Warriors,Bowling
R Vinay Kumar,2011-2011,Pune Warriors,Bowling
AN Ahmed,2010-2013,Rajasthan Royals,Batting
FA Allen,2022-2022,Rajasthan Royals,Batting
CJ Anderson,2014-2015,Rajasthan Royals,Batting
Anmolpreet Singh,2021-2022,Rajasthan Royals,Batting
JC Archer,2023-2023,Rajasthan Royals,Batting
Arshad Khan,2023-2023,Rajasthan Royals,Batting
Ashwani Kumar,2025-2025,Rajasthan Royals,Batting
M Ashwin,2022-2022,Rajasthan Royals,Batting
JM Bairstow,2025-2025,Rajasthan Royals,Batting
Basil Thampi,2022-2022,Rajasthan Royals,Batting
RA Bawa,2025-2025,Rajasthan Royals,Batting
JP Behrendorff,2019-2023,Rajasthan Royals,Batting
STR Binny,2010-2010,Rajasthan Royals,Batting
AC Blizzard,2011-2012,Rajasthan Royals,Batting
C Bosch,2025-2025,Rajasthan Royals,Batting
TA Boult,2020-2025,Rajasthan Royals,Batting
DJ Bravo,2008-2010,Rajasthan Royals,Batting
D Brevis,2022-2024,Rajasthan Royals,Batting
JJ Bumrah,2013-2025,Rajasthan Royals,Batting
JC Buttler,2016-2017,Rajasthan Royals,Batting
YS Chahal,2013-2013,Rajasthan Royals,Batting
DL Chahar,2025-2025,Rajasthan Royals,Batting
RD Chahar,2019-2021,Rajasthan Royals,Batting
UBT Chand,2015-2016,Rajasthan Royals,Batting
PP Chawla,2021-2024,Rajasthan Royals,Batting
SD Chitnis,2008-2008,Rajasthan Royals,Batting
G Coetzee,2024-2024,Rajasthan Royals,Batting
NM Coulter-Nile,2013-2021,Rajasthan Royals,Batting
BCJ Cutting,2018-2019,Rajasthan Royals,Batting
A Dananjaya,2018-2018,Rajasthan Royals,Batting
TH David,2022-2024,Rajasthan Royals,Batting
Q de Kock,2019-2021,Rajasthan Royals,Batting
M de Lange,2014-2015,Rajasthan Royals,Batting
R Dhawan,2013-2013,Rajasthan Royals,Batting
S Dhawan,2009-2010,Rajasthan Royals,Batting
JP Duminy,2009-2018,Rajasthan Royals,Batting
BR Dunk,2014-2014,Rajasthan Royals,Batting
CRD Fernando,2008-2010,Rajasthan Royals,Batting
AJ Finch,2015-2015,Rajasthan Royals,Batting
JEC Franklin,2011-2012,Rajasthan Royals,Batting
CM Gautam,2014-2014,Rajasthan Royals,Batting
HH Gibbs,2012-2012,Rajasthan Royals,Batting
RJ Gleeson,2025-2025,Rajasthan Royals,Batting
S Gopal,2014-2024,Rajasthan Royals,Batting
R Goyal,2023-2023,Rajasthan Royals,Batting
